data,unidades,receita,preco_medio,indice_concorr,tem_promocao,estoque_medio,dia_semana,mes,semana_ano,dia_mes,trimestre,is_fim_semana,mes_sin,mes_cos,dow_sin,dow_cos,is_feriado,lag_1d,lag_7d,lag_14d,lag_21d,lag_28d,lag_35d,roll_mean_7d,roll_std_7d,roll_max_7d,roll_min_7d,roll_med_7d,roll_mean_14d,roll_std_14d,roll_max_14d,roll_min_14d,roll_med_14d,roll_mean_28d,roll_std_28d,roll_max_28d,roll_min_28d,roll_med_28d,diff_1d,diff_7d,diff_28d,trend_idx,aceleracao_7_28,roll_receita_7d,roll_receita_28d,lag_concorr_7d,promo_lag_1d,promo_lag_7d,cat_Beleza,cat_Casa & Jardim,cat_Eletrônicos,cat_Esportes,cat_Moda
2024-01-18,457,30589.21,88.49000000000001,1.0690666666666668,1,2610.3333333333335,3,1,3,18,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,406.0,431.0,422.0,1674.0,1771.0,994.0,463.0,57.01461800851096,547.0,406.0,432.0,452.64285714285717,61.47245429759006,547.0,379.0,431.5,1051.2142857142858,793.9630254075349,2482.0,377.0,531.5,-26.0,27.0,-1135.0,747,0.4404430250726258,31438.818571428572,70656.94357142856,1.0752190476190475,1.0,3.0,True,False,False,False,False
2024-01-19,532,38967.060000000005,88.50333333333333,1.0666666666666667,1,2433.0,4,1,3,19,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,457.0,469.0,467.0,2006.0,1958.0,2047.0,466.7142857142857,55.40672127002775,547.0,406.0,457.0,455.14285714285717,60.83882508209123,547.0,379.0,444.5,1004.2857142857143,788.6585355616751,2482.0,377.0,500.0,51.0,26.0,-1314.0,748,0.46472261735373355,31696.757142857143,67812.84,1.0739857142857143,1.0,4.0,True,False,False,False,False
2024-01-20,562,41233.5,89.22666666666667,1.0650666666666666,1,2245.6666666666665,5,1,3,20,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,532.0,547.0,532.0,2437.0,2482.0,2567.0,475.7142857142857,60.703416393928045,547.0,406.0,457.0,459.7857142857143,64.20062133832059,547.0,379.0,444.5,953.3571428571429,770.6269796723585,2482.0,377.0,500.0,75.0,63.0,-1426.0,749,0.49898853674930804,32693.91,64610.66357142857,1.0720809523809525,1.0,5.0,True,False,False,False,False
2024-01-21,546,36539.659999999996,88.39,1.0675,1,2063.6666666666665,6,1,3,21,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,562.0,536.0,531.0,2291.0,2051.0,2171.0,477.85714285714283,63.823790160613754,562.0,406.0,457.0,461.92857142857144,67.2257554647684,562.0,379.0,444.5,884.7857142857143,712.8226290804046,2437.0,377.0,500.0,30.0,15.0,-1920.0,750,0.5400823443927051,33253.83142857143,60247.74428571429,1.0699761904761904,1.0,6.0,True,False,False,False,False
2024-01-22,354,24629.92,90.95333333333333,1.0696666666666668,0,2523.3333333333335,0,1,4,22,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,546.0,420.0,386.0,395.0,1793.0,1865.0,479.2857142857143,65.43371782621942,562.0,406.0,457.0,463.0,68.51838607830652,562.0,379.0,444.5,831.0357142857143,677.4943204432076,2437.0,377.0,500.0,-16.0,10.0,-1505.0,751,0.576732992392619,33418.74571428572,56347.461071428566,1.0686761904761906,1.0,7.0,True,False,False,False,False
2024-01-23,404,25680.29,88.81,1.0710666666666666,0,2388.6666666666665,1,1,4,23,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,354.0,432.0,379.0,377.0,1669.0,1645.0,469.85714285714283,78.79176896816483,562.0,354.0,457.0,460.7142857142857,71.74251885036972,562.0,354.0,444.5,779.6428571428571,656.0599122531474,2437.0,354.0,468.0,-192.0,-66.0,-1439.0,752,0.6026568941815449,32940.01142857143,53134.510357142855,1.0681619047619049,0.0,6.0,True,False,False,False,False
2024-01-24,414,27437.1,94.33,1.0719333333333332,0,2250.6666666666665,2,1,4,24,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,404.0,406.0,379.0,393.0,1800.0,1541.0,465.85714285714283,81.69134709665379,562.0,354.0,457.0,462.5,69.83799935459774,562.0,354.0,444.5,734.4642857142857,635.7904081705638,2437.0,354.0,462.0,50.0,-28.0,-1265.0,753,0.6342815463156937,32422.65714285714,49993.36571428571,1.068095238095238,0.0,5.0,True,False,False,False,False
2024-01-25,461,30041.91,93.82333333333334,1.0635000000000001,0,2097.0,3,1,4,25,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,414.0,457.0,431.0,422.0,1674.0,1771.0,467.0,80.76509146896191,562.0,354.0,457.0,465.0,67.19546688012075,562.0,354.0,444.5,684.9642857142857,602.8610479386538,2437.0,354.0,444.5,10.0,8.0,-1386.0,754,0.6817873716033637,32153.82,46597.31678571429,1.0687095238095239,0.0,4.0,True,False,False,False,False
2024-01-26,467,31810.53,93.53000000000002,1.0611333333333333,0,1941.3333333333333,4,1,4,26,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,461.0,532.0,469.0,467.0,2006.0,1958.0,467.57142857142856,80.6966689581557,562.0,354.0,461.0,467.14285714285717,66.50258195438757,562.0,354.0,459.0,641.6428571428571,571.9472401390219,2437.0,354.0,444.5,47.0,4.0,-1213.0,755,0.7287097851485916,32075.634285714284,43569.86214285714,1.0679142857142858,0.0,3.0,True,False,False,False,False
2024-01-27,500,34253.490000000005,91.28333333333335,1.0631666666666666,0,1774.6666666666667,5,1,4,27,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,467.0,562.0,547.0,532.0,2437.0,2482.0,458.2857142857143,75.62784823437163,562.0,354.0,461.0,467.0,66.50043377538466,562.0,354.0,459.0,586.6785714285714,506.13927621872534,2437.0,354.0,444.5,6.0,-65.0,-1539.0,756,0.7811529798489151,31053.272857142856,39763.10142857143,1.0671238095238096,0.0,2.0,True,False,False,False,False
2024-01-28,536,37455.3,92.46666666666665,1.065,0,2833.3333333333335,6,1,4,28,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,500.0,546.0,536.0,531.0,2291.0,2051.0,449.42857142857144,64.22838713742831,546.0,354.0,461.0,463.64285714285717,63.25845293823195,562.0,354.0,459.0,517.5,353.1132962662237,2291.0,354.0,444.5,33.0,-62.0,-1937.0,757,0.8684610075897642,30056.128571428566,34944.251071428575,1.066852380952381,0.0,1.0,True,False,False,False,False
2024-01-29,414,27562.69,93.10666666666667,1.062,0,2695.3333333333335,0,1,5,29,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,536.0,354.0,420.0,386.0,395.0,1793.0,448.0,61.78726945460779,536.0,354.0,461.0,463.64285714285717,63.25845293823195,562.0,354.0,459.0,454.82142857142856,64.30313256086707,562.0,354.0,444.5,36.0,-10.0,-1755.0,758,0.9850019630916702,30186.934285714287,30847.82107142857,1.066495238095238,0.0,0.0,True,False,False,False,False
2024-01-30,384,24414.1,92.13333333333333,1.0655000000000001,0,2567.3333333333335,1,1,5,30,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,414.0,404.0,432.0,379.0,377.0,1669.0,456.57142857142856,49.51719278131675,536.0,404.0,461.0,463.2142857142857,63.596297148463364,562.0,354.0,459.0,455.5,63.74631434514612,562.0,354.0,444.5,-122.0,60.0,19.0,759,1.0023522032281584,30605.90142857143,30933.5975,1.0654,0.0,0.0,True,False,False,False,False
2024-01-31,402,25763.61,88.15666666666668,1.0647,0,2433.3333333333335,2,1,5,31,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,384.0,414.0,406.0,379.0,393.0,1800.0,453.7142857142857,53.47496076259535,536.0,384.0,461.0,459.7857142857143,66.63006779279593,562.0,354.0,459.0,455.75,63.44004168414834,562.0,354.0,444.5,-30.0,-20.0,7.0,760,0.9955332654158864,30425.017142857145,30920.28,1.064604761904762,0.0,0.0,True,False,False,False,False
2024-02-01,271,18675.06,91.27333333333333,1.0621333333333334,0,2343.0,3,2,5,1,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,402.0,461.0,457.0,431.0,422.0,1674.0,452.0,55.1271258092572,536.0,384.0,461.0,459.5,66.88652848155853,562.0,354.0,459.0,456.07142857142856,63.13238798505886,562.0,354.0,444.5,18.0,-12.0,9.0,761,0.9910728269359632,30185.947142857145,30874.000357142857,1.0635714285714286,0.0,0.0,True,False,False,False,False
2024-02-02,326,22197.19,94.81666666666666,1.0629333333333333,0,2234.3333333333335,4,2,5,2,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,271.0,467.0,532.0,469.0,467.0,2006.0,424.85714285714283,87.32778971857881,536.0,271.0,414.0,446.2142857142857,83.76448538011614,562.0,271.0,437.5,450.67857142857144,71.97996304085356,562.0,271.0,444.5,-131.0,-190.0,-151.0,762,0.9427054441693956,28562.11142857143,30529.375,1.0633761904761905,0.0,0.0,True,False,False,False,False
2024-02-03,320,21450.1,92.88333333333333,1.0661333333333334,0,2127.6666666666665,5,2,5,3,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,326.0,500.0,562.0,547.0,532.0,2437.0,404.7142857142857,92.1171614226184,536.0,271.0,402.0,431.5,85.60890500053911,562.0,271.0,414.0,445.64285714285717,75.63519379019318,562.0,271.0,431.5,55.0,-141.0,-141.0,763,0.9081583587092941,27188.777142857143,30183.63714285714,1.0636333333333334,0.0,0.0,True,False,False,False,False
2024-02-04,344,21841.86,89.73,1.0673333333333332,0,2013.0,6,2,5,4,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,320.0,536.0,546.0,536.0,531.0,2291.0,379.0,86.00581375691473,536.0,271.0,384.0,414.2142857142857,81.56845032191578,546.0,271.0,409.0,438.07142857142856,77.26382344083106,562.0,271.0,425.5,-6.0,-180.0,-212.0,764,0.8651557149825352,25359.721428571433,29669.62714285714,1.0640571428571428,0.0,0.0,True,False,False,False,False
2024-02-05,238,16003.45,93.18666666666667,1.0633333333333332,0,1933.6666666666667,0,2,6,5,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,1,344.0,414.0,354.0,420.0,386.0,395.0,351.57142857142856,51.139864237936756,414.0,271.0,344.0,399.7857142857143,73.97627329756345,536.0,271.0,403.0,431.39285714285717,77.0153131890401,562.0,271.0,417.0,24.0,-192.0,-187.0,765,0.8149681264986489,23129.23,29162.421428571426,1.0643904761904763,0.0,0.0,True,False,False,False,False
2024-02-06,375,23794.39,93.90666666666668,1.0621333333333334,0,1808.6666666666667,1,2,6,6,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,238.0,384.0,404.0,432.0,379.0,377.0,326.42857142857144,58.120154687862566,402.0,238.0,326.0,391.5,85.1512229462242,536.0,238.0,403.0,426.10714285714283,84.91928162397416,562.0,238.0,417.0,-106.0,-176.0,-148.0,766,0.7660715782397579,21477.91,28734.347857142857,1.0645809523809524,0.0,0.0,True,False,False,False,False
2024-02-07,415,26197.4,87.87333333333333,1.0639666666666667,0,1670.3333333333333,2,2,6,7,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,375.0,402.0,414.0,406.0,379.0,393.0,325.14285714285717,56.716924491708866,402.0,238.0,326.0,389.42857142857144,85.17648130229247,536.0,238.0,393.0,425.9642857142857,85.00478511272723,562.0,238.0,417.0,137.0,-9.0,-4.0,767,0.7633101366629185,21389.38,28732.100000000002,1.0641,0.0,0.0,True,False,False,False,False
2024-02-08,408,28984.17,92.90666666666665,1.0637999999999999,0,2877.3333333333335,3,2,6,8,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,415.0,271.0,461.0,457.0,431.0,422.0,327.0,59.782940710445956,415.0,238.0,326.0,389.5,85.19908811361438,536.0,238.0,393.0,427.25,84.53910994982476,562.0,238.0,417.5,40.0,13.0,36.0,768,0.7653598595652069,21451.350000000002,28807.483928571426,1.0639952380952382,0.0,0.0,True,False,False,False,False
2024-02-09,442,28807.96,90.08666666666666,1.0664,0,2730.0,4,2,6,9,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,408.0,326.0,467.0,532.0,469.0,467.0,346.57142857142856,60.810791648696956,415.0,238.0,344.0,385.7142857142857,82.92483025327392,536.0,238.0,393.0,426.42857142857144,84.61303138029345,562.0,238.0,414.5,-7.0,137.0,-23.0,769,0.8127303182560505,22924.079999999998,28814.645714285714,1.0642333333333334,0.0,0.0,True,False,False,False,False
2024-02-10,466,30708.77,90.29,1.0661333333333334,0,2574.6666666666665,5,2,6,10,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,442.0,320.0,500.0,562.0,547.0,532.0,363.14285714285717,69.46084885601748,442.0,238.0,375.0,383.92857142857144,81.29288386470117,536.0,238.0,393.0,425.4642857142857,84.26302828943057,562.0,238.0,414.5,34.0,116.0,-27.0,770,0.853521363214648,23868.475714285716,28701.108928571426,1.0647285714285715,0.0,0.0,True,False,False,False,False
2024-02-11,489,32147.51,88.36333333333333,1.0611,0,2411.6666666666665,6,2,6,11,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,466.0,344.0,536.0,546.0,536.0,531.0,384.0,75.96271014993133,466.0,238.0,408.0,381.5,77.99975345133066,536.0,238.0,393.0,422.57142857142856,81.27339711961415,562.0,238.0,414.5,24.0,146.0,-81.0,771,0.9087221095313182,25191.14285714286,28465.206071428573,1.0647285714285715,0.0,0.0,True,False,False,False,False
2024-02-12,372,24253.98,92.06,1.0586666666666666,0,2287.6666666666665,0,2,7,12,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,489.0,238.0,414.0,354.0,420.0,386.0,404.7142857142857,82.70774708913751,489.0,238.0,415.0,378.14285714285717,71.58626548857151,489.0,238.0,393.0,420.89285714285717,79.3054756344471,562.0,238.0,414.5,23.0,145.0,-47.0,772,0.9615613067435788,26663.378571428573,28349.572142857145,1.0638380952380952,0.0,0.0,True,False,False,False,False
2024-02-13,349,24014.129999999997,94.02333333333333,1.0570333333333333,0,2171.3333333333335,1,2,7,13,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,372.0,375.0,384.0,404.0,432.0,379.0,423.85714285714283,44.262205741832545,489.0,372.0,415.0,375.14285714285717,70.84420300143086,489.0,238.0,379.5,419.17857142857144,79.8424622808327,562.0,238.0,414.0,-117.0,134.0,-48.0,773,1.0111612848233524,27842.02571428571,28216.46214285714,1.0631714285714284,0.0,0.0,True,False,False,False,False
2024-02-14,456,31509.71,94.98666666666668,1.0561666666666667,0,2019.3333333333333,2,2,7,14,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,349.0,415.0,402.0,414.0,406.0,379.0,420.14285714285717,49.79099172673993,489.0,349.0,415.0,372.64285714285717,71.12460046436564,489.0,238.0,373.5,416.2142857142857,80.88279455498461,562.0,238.0,411.0,-23.0,-26.0,-83.0,774,1.0094388192870891,27873.41714285714,28027.617857142854,1.0624428571428572,0.0,0.0,True,False,False,False,False
2024-02-15,427,28922.29,90.75999999999999,1.0607,0,1877.0,3,2,7,15,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,456.0,408.0,271.0,461.0,457.0,431.0,426.0,51.468436929728824,489.0,349.0,442.0,376.5,74.23533266168783,489.0,238.0,373.5,418.0,81.2002554274239,562.0,238.0,414.0,107.0,41.0,50.0,775,1.019138755978423,28632.31857142857,28105.85892857143,1.0613285714285714,0.0,0.0,True,False,False,False,False
2024-02-16,461,29435.26,92.01,1.0570000000000002,0,1723.3333333333333,4,2,7,16,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,427.0,442.0,326.0,467.0,532.0,469.0,428.7142857142857,50.858346695119025,489.0,349.0,442.0,387.64285714285717,68.68165933986413,489.0,238.0,391.5,416.92857142857144,80.86382177435759,562.0,238.0,414.0,-29.0,19.0,-30.0,776,1.0282679458601343,28623.47857142857,28046.32607142857,1.0608857142857142,0.0,0.0,True,False,False,False,False
2024-02-17,514,33871.92,92.38,1.0588666666666666,0,3664.6666666666665,5,2,7,17,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,461.0,466.0,320.0,500.0,562.0,547.0,431.42857142857144,52.17552792521827,489.0,349.0,456.0,397.2857142857143,68.83808044017579,489.0,238.0,411.5,414.39285714285717,78.19081090544013,562.0,238.0,414.0,34.0,19.0,-71.0,777,1.0411100577411747,28713.09285714286,27705.904642857142,1.0595428571428571,0.0,0.0,True,False,False,False,False
2024-02-18,535,35574.369999999995,93.44666666666666,1.0620666666666667,0,3486.3333333333335,6,2,7,18,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,514.0,489.0,344.0,536.0,546.0,536.0,438.2857142857143,60.03808315195448,514.0,349.0,456.0,411.14285714285717,71.55617174145411,514.0,238.0,421.0,412.67857142857144,75.30778995237215,546.0,238.0,414.0,53.0,48.0,-48.0,778,1.062051060144549,29164.971428571425,27442.991071428572,1.0585047619047618,0.0,0.0,True,False,False,False,False
2024-02-19,379,24595.62,91.67,1.0613,0,3360.0,0,2,8,19,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,535.0,372.0,238.0,414.0,354.0,420.0,444.85714285714283,68.44323334315683,535.0,349.0,456.0,424.7857142857143,75.8492214568556,535.0,238.0,434.5,412.2857142857143,74.61201231001449,536.0,238.0,414.0,21.0,46.0,-11.0,779,1.0790020789994619,29654.522857142852,27408.516428571427,1.0586428571428572,0.0,0.0,True,False,False,False,False
2024-02-20,376,25189.52,91.56,1.0631000000000002,0,3234.6666666666665,1,2,8,20,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,379.0,349.0,375.0,384.0,404.0,432.0,445.85714285714283,67.2419228641316,535.0,349.0,456.0,434.85714285714283,55.86915640466879,535.0,349.0,434.5,413.17857142857144,74.03605406546652,536.0,238.0,414.0,-156.0,7.0,25.0,780,1.0790906733485854,29703.32857142857,27407.29142857143,1.0590190476190475,0.0,0.0,True,False,False,False,False
2024-02-21,358,24891.260000000002,91.97666666666667,1.0577666666666667,0,3115.3333333333335,2,2,8,21,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,376.0,456.0,415.0,402.0,414.0,406.0,449.7142857142857,61.26911752175337,535.0,376.0,456.0,434.92857142857144,55.78732180999533,535.0,349.0,434.5,412.17857142857144,74.35303852985237,536.0,238.0,414.0,-3.0,27.0,-28.0,781,1.091066632004978,29871.24142857143,27389.76392857143,1.0598857142857143,0.0,0.0,True,False,False,False,False
2024-02-22,408,28134.96,93.21333333333332,1.059,0,2979.3333333333335,3,2,8,22,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,358.0,427.0,408.0,271.0,461.0,457.0,435.7142857142857,70.14678487686362,535.0,358.0,427.0,430.85714285714283,59.321622913248596,535.0,349.0,434.5,410.17857142857144,75.05210711942834,536.0,238.0,411.0,-18.0,-98.0,-56.0,782,1.0622551153652815,28925.74857142857,27298.841071428575,1.0601142857142858,0.0,0.0,True,False,False,False,False
2024-02-23,451,30579.36,92.15333333333332,1.0613666666666666,0,2829.0,4,2,8,23,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,408.0,461.0,442.0,326.0,467.0,532.0,433.0,70.90369054797405,535.0,358.0,408.0,430.85714285714283,59.321622913248596,535.0,349.0,434.5,408.2857142857143,74.38829913108917,536.0,238.0,408.0,50.0,-19.0,-53.0,783,1.0605318404452682,28813.272857142852,27230.735714285714,1.0598714285714286,0.0,0.0,True,False,False,False,False
2024-02-24,514,30567.84,88.44333333333333,1.0569666666666666,0,2657.6666666666665,5,2,8,24,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,451.0,514.0,466.0,320.0,500.0,562.0,431.57142857142856,70.34405244422044,535.0,358.0,408.0,431.5,59.50016160293975,535.0,349.0,439.0,407.7142857142857,73.98090701777016,536.0,238.0,408.0,43.0,-10.0,-16.0,784,1.0585143657997864,28976.71571428571,27186.765357142856,1.060495238095238,0.0,0.0,True,False,False,False,False
2024-02-25,493,32779.33,93.88666666666667,1.0552333333333335,0,2493.3333333333335,6,2,8,25,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,514.0,535.0,489.0,344.0,536.0,546.0,431.57142857142856,70.34405244422044,535.0,358.0,408.0,434.92857142857144,62.92543118737127,535.0,349.0,439.0,408.2142857142857,74.67180396157349,536.0,238.0,408.0,63.0,0.0,14.0,785,1.057217847766439,28504.704285714284,27055.135,1.0602238095238097,0.0,0.0,True,False,False,False,False
2024-02-26,384,26137.2,94.17333333333333,1.0549333333333333,0,2365.3333333333335,0,2,9,26,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,493.0,379.0,372.0,238.0,414.0,354.0,425.57142857142856,61.255903505500484,514.0,358.0,408.0,435.2142857142857,63.1983185894544,535.0,349.0,439.0,406.67857142857144,72.35255943738413,535.0,238.0,408.0,-21.0,-42.0,-43.0,786,1.046456485463309,28105.41285714286,26888.136071428573,1.0592476190476192,0.0,0.0,True,False,False,False,False
2024-02-27,379,26176.83,94.33666666666666,1.0525,0,2239.0,1,2,9,27,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,384.0,376.0,349.0,375.0,384.0,404.0,426.2857142857143,60.64847974374604,514.0,358.0,408.0,436.07142857142856,62.3507007989212,535.0,349.0,439.0,405.60714285714283,72.46216856410808,535.0,238.0,405.0,-109.0,5.0,-30.0,787,1.0509817733530487,28325.63857142857,26837.225714285712,1.0583380952380952,0.0,0.0,True,False,False,False,False
2024-02-28,414,27264.68,89.32666666666667,1.0504333333333333,0,2101.0,2,2,9,28,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,379.0,358.0,456.0,415.0,402.0,414.0,426.7142857142857,60.243158078138435,514.0,358.0,408.0,438.2142857142857,59.5821069830043,535.0,358.0,439.0,405.42857142857144,72.52352291262963,535.0,238.0,405.0,-5.0,3.0,-5.0,788,1.0525017618014914,28466.68285714286,26900.180357142854,1.0568238095238096,0.0,0.0,True,False,False,False,False
2024-02-29,375,24755.48,88.30333333333333,1.0519333333333334,0,1976.0,3,2,9,29,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,414.0,408.0,427.0,408.0,271.0,461.0,434.7142857142857,52.86370615612354,514.0,379.0,414.0,435.2142857142857,59.674989699296134,535.0,358.0,420.5,405.85714285714283,72.53796670540163,535.0,238.0,408.0,35.0,56.0,12.0,789,1.0711017247421692,28805.742857142857,26953.79,1.0557761904761904,0.0,0.0,True,False,False,False,False
2024-03-01,516,34419.57,94.21333333333332,1.0543333333333333,0,1804.0,4,3,9,1,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,375.0,451.0,461.0,442.0,326.0,467.0,430.0,56.95612346350046,514.0,375.0,414.0,431.5,61.80583741418161,535.0,358.0,411.0,409.57142857142856,67.89066840987955,535.0,238.0,408.0,-39.0,-33.0,104.0,790,1.0498779211693934,28322.959999999995,27170.947857142855,1.0547666666666666,0.0,0.0,True,False,False,False,False
2024-03-02,669,43625.99,90.13,1.0559,0,2643.6666666666665,5,3,9,2,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,516.0,514.0,514.0,466.0,320.0,500.0,439.2857142857143,65.59398927158655,516.0,375.0,414.0,435.42857142857144,65.46486348916535,535.0,358.0,411.0,416.35714285714283,68.71854258666644,535.0,238.0,411.0,141.0,65.0,190.0,791,1.0550694801827465,28871.56142857143,27607.46142857143,1.0537619047619047,0.0,0.0,True,False,False,False,False
2024-03-03,638,40900.72,88.67333333333333,1.0556333333333334,0,2431.0,6,3,9,3,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,669.0,493.0,535.0,489.0,344.0,536.0,461.42857142857144,107.67986060978228,669.0,375.0,414.0,446.5,88.74314708107231,669.0,358.0,411.0,428.82142857142856,81.12498522348515,669.0,238.0,414.5,153.0,155.0,349.0,792,1.076038977260754,30737.01142857143,28399.4575,1.0536095238095238,0.0,0.0,True,False,False,False,False
2024-03-04,492,32781.21,93.51666666666667,1.0503333333333333,0,2267.0,0,3,10,4,1,0,1.0,6.123233995736766e-17,0.0,1.0,0,638.0,384.0,379.0,372.0,238.0,414.0,482.14285714285717,126.98218847722747,669.0,375.0,414.0,453.85714285714283,100.17742501942813,669.0,358.0,411.0,439.32142857142856,88.43664967245489,669.0,238.0,421.0,-31.0,145.0,294.0,793,1.0974717502617082,31897.209999999995,29080.131071428572,1.0536666666666668,0.0,0.0,True,False,False,False,False
2024-03-05,449,30079.03,91.75333333333333,1.0524,0,2117.3333333333335,1,3,10,5,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,492.0,379.0,376.0,349.0,375.0,384.0,497.57142857142856,119.4052722772705,669.0,375.0,492.0,461.92857142857144,98.21519879698822,669.0,358.0,432.5,448.39285714285717,79.60752769434572,669.0,349.0,434.5,-146.0,108.0,254.0,794,1.1096774193523637,32846.35428571429,29679.336785714284,1.0530095238095238,0.0,0.0,True,False,False,False,False
2024-03-06,486,33972.68,95.16000000000001,1.0523,0,1955.3333333333333,2,3,10,6,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,449.0,414.0,358.0,456.0,415.0,402.0,507.57142857142856,110.41264592854624,669.0,375.0,492.0,467.14285714285717,95.19361415468373,669.0,358.0,450.0,451.0357142857143,78.29832888942059,669.0,349.0,445.5,-43.0,70.0,74.0,795,1.1253464248925877,33403.811428571425,29903.788214285712,1.052995238095238,0.0,0.0,True,False,False,False,False
2024-03-07,509,34210.0,92.93333333333334,1.0514333333333334,0,1785.6666666666667,3,3,10,7,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,486.0,375.0,408.0,427.0,408.0,271.0,517.8571428571429,103.37218931511389,669.0,375.0,492.0,476.2857142857143,89.904589231261,669.0,375.0,468.5,453.57142857142856,78.23773294990364,669.0,349.0,450.0,37.0,72.0,71.0,796,1.1417322834620498,34362.09714285714,30181.47678571429,1.0532619047619047,0.0,0.0,True,False,False,False,False
2024-03-08,683,42316.57,90.7,1.0524666666666667,1,1558.0,4,3,10,8,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,509.0,516.0,451.0,461.0,442.0,326.0,537.0,82.88546314035035,669.0,449.0,509.0,483.5,88.0364871909918,669.0,375.0,489.0,457.17857142857144,78.38700457837439,669.0,349.0,453.5,23.0,134.0,101.0,797,1.1745957347056566,35712.74285714286,30368.11357142857,1.0531904761904762,0.0,0.0,True,False,False,False,False
2024-03-09,748,43508.64,89.78000000000002,1.0479999999999998,1,2527.3333333333335,5,3,10,9,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,683.0,669.0,514.0,514.0,466.0,320.0,560.8571428571429,98.41312339893203,683.0,449.0,509.0,500.07142857142856,102.15182086238624,683.0,375.0,492.5,465.7857142857143,89.15087384246972,683.0,349.0,458.5,174.0,167.0,241.0,798,1.2041097991079808,36840.885714285716,30850.56392857143,1.0529238095238096,1.0,1.0,True,False,False,False,False
